date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:46:17	95786/95786	---MC-	200	added ('OK')	text/javascript	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	http://ajax.googleapis.com/ajax/libs/jquery/1.11.1/jquery.min.js	F:/Appsperia/ajax.googleapis.com/ajax/libs/jquery/1.11.1/jquery.min.js	(from http://appsperia.keydesign-themes.com/demo15/)
10:46:17	44143/44143	---M--	200	added ('OK')	image/jpeg	etag:%22ac6f-53cf4617fb740%22	http://appsperia.keydesign-themes.com/demo15/images/4.jpg	F:/Appsperia/appsperia.keydesign-themes.com/demo15/images/4.jpg	(from http://appsperia.keydesign-themes.com/demo15/)
10:46:20	58198/58198	---M--	200	added ('OK')	image/jpeg	etag:%22e356-53cf462649900%22	http://appsperia.keydesign-themes.com/demo15/images/5.jpg	F:/Appsperia/appsperia.keydesign-themes.com/demo15/images/5.jpg	(from http://appsperia.keydesign-themes.com/demo15/)
10:46:21	12927/12927	---M-Z	200	added ('OK')	application/javascript	etag:%22327f-5060a1c12ff80-gzip%22	http://appsperia.keydesign-themes.com/demo15/js/jquery.easings.min.js	F:/Appsperia/appsperia.keydesign-themes.com/demo15/js/jquery.easings.min.js	(from http://appsperia.keydesign-themes.com/demo15/)
10:46:21	44533/44533	---M--	200	added ('OK')	image/jpeg	etag:%22adf5-53cf4710e4280%22	http://appsperia.keydesign-themes.com/demo15/images/screen1.jpg	F:/Appsperia/appsperia.keydesign-themes.com/demo15/images/screen1.jpg	(from http://appsperia.keydesign-themes.com/demo15/)
10:46:22	1699/1699	---M-Z	200	added ('OK')	application/javascript	etag:%226a3-5020228029000-gzip%22	http://appsperia.keydesign-themes.com/demo15/js/cbpFWTabs.js	F:/Appsperia/appsperia.keydesign-themes.com/demo15/js/cbpFWTabs.js	(from http://appsperia.keydesign-themes.com/demo15/)
10:46:23	3673/3673	---M-Z	200	added ('OK')	application/javascript	etag:%22e59-4ea7c44cd6b80-gzip%22	http://appsperia.keydesign-themes.com/demo15/js/jquery.sidr.min.js	F:/Appsperia/appsperia.keydesign-themes.com/demo15/js/jquery.sidr.min.js	(from http://appsperia.keydesign-themes.com/demo15/)
10:46:23	1404/1404	---M-Z	200	added ('OK')	application/javascript	etag:%2257c-50ceb5f1ae800-gzip%22	http://appsperia.keydesign-themes.com/demo15/js/scripts.js	F:/Appsperia/appsperia.keydesign-themes.com/demo15/js/scripts.js	(from http://appsperia.keydesign-themes.com/demo15/)
10:46:23	53078/53078	---M-Z	200	added ('OK')	application/javascript	etag:%22cf56-53cf46cd2e2c0-gzip%22	http://appsperia.keydesign-themes.com/demo15/js/jquery.fullPage.js	F:/Appsperia/appsperia.keydesign-themes.com/demo15/js/jquery.fullPage.js	(from http://appsperia.keydesign-themes.com/demo15/)
10:46:24	38845/38845	---M--	200	added ('OK')	image/jpeg	etag:%2297bd-53cf471d49fc0%22	http://appsperia.keydesign-themes.com/demo15/images/screen3.jpg	F:/Appsperia/appsperia.keydesign-themes.com/demo15/images/screen3.jpg	(from http://appsperia.keydesign-themes.com/demo15/)
10:46:24	58198/58198	---M--	200	added ('OK')	image/jpeg	etag:%22e356-53cf462649900%22	http://appsperia.keydesign-themes.com/demo15/images/screen2.jpg	F:/Appsperia/appsperia.keydesign-themes.com/demo15/images/screen2.jpg	(from http://appsperia.keydesign-themes.com/demo15/)
10:46:27	27805/27805	---MC-	200	added ('OK')	text/javascript	date:Wed,%2028%20Sep%202016%2020:19:01%20GMT	http://www.google-analytics.com/analytics.js	F:/Appsperia/www.google-analytics.com/analytics.js	(from http://appsperia.keydesign-themes.com/demo15/)
10:46:28	18677/18677	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2248f5-5062d6ec12540-gzip%22	http://appsperia.keydesign-themes.com/demo15/fonts/Walkway_SemiBold-webfont.eot	F:/Appsperia/appsperia.keydesign-themes.com/demo15/fonts/Walkway_SemiBold-webfont.eot	(from http://appsperia.keydesign-themes.com/demo15/css/style.css)
10:46:29	21500/21500	---M--	200	added ('OK')	application/x-font-woff	etag:%2253fc-5062d6ec12540%22	http://appsperia.keydesign-themes.com/demo15/fonts/Walkway_SemiBold-webfont.woff	F:/Appsperia/appsperia.keydesign-themes.com/demo15/fonts/Walkway_SemiBold-webfont.woff	(from http://appsperia.keydesign-themes.com/demo15/css/style.css)
10:46:29	48582/48582	---M--	200	added ('OK')	image/svg+xml	etag:%22bdc6-5062d6ec12540%22	http://appsperia.keydesign-themes.com/demo15/fonts/Walkway_SemiBold-webfont.svg	F:/Appsperia/appsperia.keydesign-themes.com/demo15/fonts/Walkway_SemiBold-webfont.svg	(from http://appsperia.keydesign-themes.com/demo15/css/style.css)
10:46:33	18677/18677	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2248f5-5062d6ec12540-gzip%22	http://appsperia.keydesign-themes.com/demo15/fonts/Walkway_SemiBold-webfont.eot?	F:/Appsperia/appsperia.keydesign-themes.com/demo15/fonts/Walkway_SemiBold-webfontd41d.eot	(from http://appsperia.keydesign-themes.com/demo15/css/style.css)
10:46:34	19576/19576	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%224c78-5062d6ec12540-gzip%22	http://appsperia.keydesign-themes.com/demo15/fonts/Walkway_UltraBold-webfont.eot	F:/Appsperia/appsperia.keydesign-themes.com/demo15/fonts/Walkway_UltraBold-webfont.eot	(from http://appsperia.keydesign-themes.com/demo15/css/style.css)
10:46:34	37924/37924	---M--	200	added ('OK')	application/x-font-ttf	etag:%229424-5062d6ec12540%22	http://appsperia.keydesign-themes.com/demo15/fonts/Walkway_SemiBold-webfont.ttf	F:/Appsperia/appsperia.keydesign-themes.com/demo15/fonts/Walkway_SemiBold-webfont.ttf	(from http://appsperia.keydesign-themes.com/demo15/css/style.css)
10:46:37	19576/19576	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%224c78-5062d6ec12540-gzip%22	http://appsperia.keydesign-themes.com/demo15/fonts/Walkway_UltraBold-webfont.eot?	F:/Appsperia/appsperia.keydesign-themes.com/demo15/fonts/Walkway_UltraBold-webfontd41d.eot	(from http://appsperia.keydesign-themes.com/demo15/css/style.css)
10:46:39	48965/48965	---M--	200	added ('OK')	image/svg+xml	etag:%22bf45-5062d6ec12540%22	http://appsperia.keydesign-themes.com/demo15/fonts/Walkway_UltraBold-webfont.svg	F:/Appsperia/appsperia.keydesign-themes.com/demo15/fonts/Walkway_UltraBold-webfont.svg	(from http://appsperia.keydesign-themes.com/demo15/css/style.css)
10:46:39	22300/22300	---M--	200	added ('OK')	application/x-font-woff	etag:%22571c-5062d6ec12540%22	http://appsperia.keydesign-themes.com/demo15/fonts/Walkway_UltraBold-webfont.woff	F:/Appsperia/appsperia.keydesign-themes.com/demo15/fonts/Walkway_UltraBold-webfont.woff	(from http://appsperia.keydesign-themes.com/demo15/css/style.css)
10:46:40	293/293	---M--	200	added ('OK')	image/png	etag:%22125-507ab0852cf00%22	http://appsperia.keydesign-themes.com/demo15/images//bg_direction_nav.png	F:/Appsperia/appsperia.keydesign-themes.com/demo15/images/bg_direction_nav.png	(from http://appsperia.keydesign-themes.com/demo15/css/style.css)
10:46:40	386/386	---M--	200	added ('OK')	image/png	etag:%22182-507ab06e49900%22	http://appsperia.keydesign-themes.com/demo15/images/appstore.png	F:/Appsperia/appsperia.keydesign-themes.com/demo15/images/appstore.png	(from http://appsperia.keydesign-themes.com/demo15/css/style.css)
10:46:41	40104/40104	---M--	200	added ('OK')	application/x-font-ttf	etag:%229ca8-5062d6ec12540%22	http://appsperia.keydesign-themes.com/demo15/fonts/Walkway_UltraBold-webfont.ttf	F:/Appsperia/appsperia.keydesign-themes.com/demo15/fonts/Walkway_UltraBold-webfont.ttf	(from http://appsperia.keydesign-themes.com/demo15/css/style.css)
10:46:41	379/379	---M--	200	added ('OK')	image/png	etag:%2217b-507ab07d8bd00%22	http://appsperia.keydesign-themes.com/demo15/images/appstore2.png	F:/Appsperia/appsperia.keydesign-themes.com/demo15/images/appstore2.png	(from http://appsperia.keydesign-themes.com/demo15/css/style.css)
10:46:41	393/393	---M--	200	added ('OK')	image/png	etag:%22189-507ab09657780%22	http://appsperia.keydesign-themes.com/demo15/images/playstore.png	F:/Appsperia/appsperia.keydesign-themes.com/demo15/images/playstore.png	(from http://appsperia.keydesign-themes.com/demo15/css/style.css)
10:46:41	17216/17216	---M--	200	added ('OK')	image/png	etag:%224340-53cf3e21faf00%22	http://appsperia.keydesign-themes.com/demo15/images/hand-mockup.png	F:/Appsperia/appsperia.keydesign-themes.com/demo15/images/hand-mockup.png	(from http://appsperia.keydesign-themes.com/demo15/css/style.css)
10:46:42	397/397	---M--	200	added ('OK')	image/png	etag:%2218d-507ab09a28080%22	http://appsperia.keydesign-themes.com/demo15/images/playstore2.png	F:/Appsperia/appsperia.keydesign-themes.com/demo15/images/playstore2.png	(from http://appsperia.keydesign-themes.com/demo15/css/style.css)
10:46:46	45636/45636	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%22b244-4f7248939ea00-gzip%22	http://appsperia.keydesign-themes.com/demo15/fonts/flaticon.eot	F:/Appsperia/appsperia.keydesign-themes.com/demo15/fonts/flaticon.eot	(from http://appsperia.keydesign-themes.com/demo15/fonts/flaticon.css)
10:46:46	22332/22332	---M--	200	added ('OK')	application/x-font-woff	etag:%22573c-4f7248939ea00%22	http://appsperia.keydesign-themes.com/demo15/fonts/flaticon.woff	F:/Appsperia/appsperia.keydesign-themes.com/demo15/fonts/flaticon.woff	(from http://appsperia.keydesign-themes.com/demo15/fonts/flaticon.css)
10:46:48	228248/228248	---M--	200	added ('OK')	image/svg+xml	etag:%2237b98-4f7248939ea00%22	http://appsperia.keydesign-themes.com/demo15/fonts/flaticon.svg	F:/Appsperia/appsperia.keydesign-themes.com/demo15/fonts/flaticon.svg	(from http://appsperia.keydesign-themes.com/demo15/fonts/flaticon.css)
10:46:51	45468/45468	---M--	200	added ('OK')	application/x-font-ttf	etag:%22b19c-4f7248939ea00%22	http://appsperia.keydesign-themes.com/demo15/fonts/flaticon.ttf	F:/Appsperia/appsperia.keydesign-themes.com/demo15/fonts/flaticon.ttf	(from http://appsperia.keydesign-themes.com/demo15/fonts/flaticon.css)
10:46:52	202217/202217	---M--	200	added ('OK')	image/jpeg	etag:%22315e9-506a62a812dc0%22	http://appsperia.keydesign-themes.com/demo15/images/bg.jpg	F:/Appsperia/appsperia.keydesign-themes.com/demo15/images/bg.jpg	(from http://appsperia.keydesign-themes.com/demo15/css/style.css)
